index,ID,label,tanggal,judul,narasi,nama file gambar,text,clean
2963,701926,1,2018-05-17 00:00:00,Postingan Seorang PNS Kementerian Agama yang Menyebut Korban Bom Surabaya dengan Istilah Ekor,"Baru Berapa Ekor Yg Mati Sdh Kalang Kabut Tak Terkira…
 Bgamna Dgn Ribuan Sodara Kami Yg Dibunuh Di Surya,Palestina,Rohingnya,Afganistan,Iraq,Poso,Ambon,Dll…
 Hadeeeeehhh gitu Aja koq Panik….",701926.jpg,"postingan seorang pns kementerian agama yang menyebut korban bom surabaya dengan istilah ekor baru berapa ekor yg mati sdh kalang kabut tak terkira… bgamna dgn ribuan sodara kami yg dibunuh di surya,palestina,rohingnya,afganistan,iraq,poso,ambon,dll… hadeeeeehhh gitu aja koq panik….",postingan pns menteri agama sebut korban bom surabaya istilah ekor ekor mati kalang kabut bgamna dgn ribu saudara bunuh surya palestina rohingya afganistan iraq poso ambon haduh gitu aja koq panik
2964,702086,1,2018-04-24 00:00:00,Video Lumpur di Bekasi Mirip Dengan Kasus Lumpur Lapindo,Kejadian Aneh Terjadi di daerah Bekasi Ada Semburan Tanah Lumpur Coklat mirip semburan Lapindo,702086.png,video lumpur di bekasi mirip dengan kasus lumpur lapindo kejadian aneh terjadi di daerah bekasi ada semburan tanah lumpur coklat mirip semburan lapindo,video lumpur bekas lumpur lapindo jadi aneh daerah bekas sembur tanah lumpur coklat sembur lapindo
2965,702167,0,2018-04-12 00:00:00,Polres Banjarbaru Bantah Melakukan Pemeriksaan dan Pengamanan Terhadap Pedagang Pentol Berbahan Daging Kucing,"Hoax. Tidak ada mengamankan apalagi melakukan pemeriksaan. Diharapkan kepada masyarakat Banjarbaru yang bijak dalam menyikapi kabar, cek ricek agar benar faktanya. Bijaklah dalam menggunakan media sosial. Kami anti Hoaks",702167.png,"polres banjarbaru bantah melakukan pemeriksaan dan pengamanan terhadap pedagang pentol berbahan daging kucing hoax. tidak ada mengamankan apalagi melakukan pemeriksaan. diharapkan kepada masyarakat banjarbaru yang bijak dalam menyikapi kabar, cek ricek agar benar faktanya. bijaklah dalam menggunakan media sosial. kami anti hoaks",polres banjarbaru bantah periksa aman dagang pentol bahan daging kucing hoax aman periksa harap masyarakat banjarbaru bijak sikap kabar cek ricek fakta bijak media sosial anti hoaks
2966,702293,1,2018-03-16 00:00:00,Polling Untuk Membangun KUIL atau MASJID di Atas Tapak Masjid Babri yang diruntuhkan |  Polling to Build Temple or Mosque over Demolished Babri Mosque,Fake UP govt website runs opinion poll on Ram Temple,702293.png,polling untuk membangun kuil atau masjid di atas tapak masjid babri yang diruntuhkan | polling to build temple or mosque over demolished babri mosque fake up govt website runs opinion poll on ram temple,polling bangun kuil masjid tapak masjid babri runtuh polling build temple mosque demolished babri mosque fake govt website runs opinion poll ram temple
2967,703794,1,2017-01-17 00:00:00,: Teman Ahok : Kami Siap Bunuh Diri Jika Pak Ahox Kalah Dalam Pilkada 2017,TEMAN AHOK : KAMI SIAP BUNUH DIRI JIKA PAK AHOK KALAH DALAM PILKADA 2017”,703794.jpg,: teman ahok : kami siap bunuh diri jika pak ahox kalah dalam pilkada 2017 teman ahok : kami siap bunuh diri jika pak ahok kalah dalam pilkada 2017”,teman ahok bunuh ahox kalah pilkada 2017 teman ahok bunuh ahok kalah pilkada 2017
2968,703845,0,2017-01-07 00:00:00,Hoax Untuk Memuji Jokowi akan Dibiarkan Saja Terkait Pemberitaan Jokowi Pemimpin Terbaik dari Media Bloomberg,Hoax Untuk Memuji Jokowi akan Dibiarkan Saja Terkait Pemberitaan ‘Jokowi Pemimpin Terbaik’ dari Media Bloomberg,703845.jpg,hoax untuk memuji jokowi akan dibiarkan saja terkait pemberitaan jokowi pemimpin terbaik dari media bloomberg hoax untuk memuji jokowi akan dibiarkan saja terkait pemberitaan ‘jokowi pemimpin terbaik’ dari media bloomberg,hoax puji jokowi biar kait berita jokowi pimpin baik media bloomberg hoax puji jokowi biar kait berita jokowi pimpin baik media bloomberg
2969,704039,1,2016-11-29 00:00:00,JUTAAN BURUNG KERUMUNI PANTAI DI DUBAI,"Bismillah…
 Jutaan burung ini tiba-tiba saja berkumpul memenuhi pantai di Dubai (Uni Emirate Arab) bbrapa hari ini. Hewan-hewan biasanya keluar dari habitatnya dalam keadaan bahaya, semisal harimau, monyet, kijang dan penghuni hutan lain yang keluar gunung sesaat sebelum gunung meletus. Burung, dari laut?",704039.jpg,"jutaan burung kerumuni pantai di dubai bismillah… jutaan burung ini tiba-tiba saja berkumpul memenuhi pantai di dubai (uni emirate arab) bbrapa hari ini. hewan-hewan biasanya keluar dari habitatnya dalam keadaan bahaya, semisal harimau, monyet, kijang dan penghuni hutan lain yang keluar gunung sesaat sebelum gunung meletus. burung, dari laut?",juta burung kerumun pantai dubai bismillah juta burung kumpul penuh pantai dubai uni emirate arab bbrapa hewan hewan habitat bahaya harimau monyet kijang huni hutan gunung gunung letus burung laut
2970,704554,1,2020-08-21 00:00:00,Logo HUT Kemerdekaan RI ke-75 Mengandung Simbol Seperti Tanda Salib,"Tim kreator Logo HUT RI cebong kristus, uang negara diembat, makna HUT RI dikacaukan dg logo Salib",704554.jpg,"logo hut kemerdekaan ri ke-75 mengandung simbol seperti tanda salib tim kreator logo hut ri cebong kristus, uang negara diembat, makna hut ri dikacaukan dg logo salib",logo hut merdeka ri 75 kandung simbol tanda salib tim kreator logo hut ri cebong kristus uang negara embat makna hut ri kacau dg logo salib
2971,704559,1,2020-08-20 00:00:00,Putri Vladimir Putin Meninggal Setelah Dosis Kedua Vaksin COVID,"Vladimir Putin’s daughter suffered unexpected side effects to the experimental Russian COVID vaccine, and has passed away in Moscow. The Kremlin has yet to make a statement on her death. A source within Russia’s inner circle stated that Putin’s daughter – Katerina Tikhonova – suffered a rise in temperature shortly after her second injection, and then suffered a seizure. Doctors were not able to reverse the side-effects of the vaccine, and she was pronounced dead late yesterday evening.",704559.jpg,"putri vladimir putin meninggal setelah dosis kedua vaksin covid vladimir putin’s daughter suffered unexpected side effects to the experimental russian covid vaccine, and has passed away in moscow. the kremlin has yet to make a statement on her death. a source within russia’s inner circle stated that putin’s daughter – katerina tikhonova – suffered a rise in temperature shortly after her second injection, and then suffered a seizure. doctors were not able to reverse the side-effects of the vaccine, and she was pronounced dead late yesterday evening.",putri vladimir putin tinggal dosis vaksin covid vladimir putin daughter suffered unexpected effects experimental russian covid vaccine passed away moscow kremlin statement death source rusia inner circle stated putin daughter katerina tikhonova suffered rise temperature shortly second injection suffered seizure doctors able reverse effects vaccine pronounced dead late yesterday evening
2972,704606,1,2020-08-15 00:00:00,Foto Ternyata tik tok si empunya PKI,"Ternyata tik tok si empunya PKI.
 Tanpa kita sadari yg sering tik tokan menyumbang dana untuk anak cucu PKI
 Naudzubillah",704606.jpg,foto ternyata tik tok si empunya pki ternyata tik tok si empunya pki. tanpa kita sadari yg sering tik tokan menyumbang dana untuk anak cucu pki naudzubillah,foto tik tok si empunya pki tik tok si empunya pki sadar tik tok sumbang dana anak cucu pki naudzubillah
2973,704693,1,2020-08-07 00:00:00,99.9% cure rate for Covid and a vaccine with 80% adverse effect rate,99.9% cure rate for Covid and a vaccine with 80% adverse effect rate,704693.png,99.9% cure rate for covid and a vaccine with 80% adverse effect rate 99.9% cure rate for covid and a vaccine with 80% adverse effect rate,999 cure rate covid vaccine 80 adverse effect rate 999 cure rate covid vaccine 80 adverse effect rate
2974,704728,0,2020-08-05 00:00:00,"MAFINDO Jombang: The Fact Talk Sakit, tapi takut ke layanan kesehatan? Takut kena COVID-19?",Simak di :,704728.jpg,"mafindo jombang: the fact talk sakit, tapi takut ke layanan kesehatan? takut kena covid-19? simak di :",mafindo jombang fact talk sakit takut layan sehat takut kena covid 19 simak
2975,704921,1,2020-07-22 00:00:00,"Baru Tiga Bulan Menikah, Istri Ceraikan Suami Gara-gara dukung Jokowi","Baru Tiga Bulan Menikah, Istri Ceraikan Suami Gara-gara dukung Jokowi",704921.png,"baru tiga bulan menikah, istri ceraikan suami gara-gara dukung jokowi baru tiga bulan menikah, istri ceraikan suami gara-gara dukung jokowi",meni istri cerai suami gara gara dukung jokowi meni istri cerai suami gara gara dukung jokowi
2976,705038,1,2020-07-11 00:00:00,two suns called Hunters Moon,The Miracle has happened yesterday . USA and CANADA saw two suns. This is called as Hunters Moon.. Due to change of orbit the sun sets and moon rises at the ame time with both being opposite to each other at a particular angle or degree moon reflects the sun so bright that it almost feels like another sun. Effects stays for couple of days,705038.png,two suns called hunters moon the miracle has happened yesterday . usa and canada saw two suns. this is called as hunters moon.. due to change of orbit the sun sets and moon rises at the ame time with both being opposite to each other at a particular angle or degree moon reflects the sun so bright that it almost feels like another sun. effects stays for couple of days,suns called hunters moon miracle happened yesterday usa canada saw suns called hunters moon change orbit sun sets moon rises ame time opposite particular angle degree moon reflects sun bright feels like sun effects stays couple days
2977,705151,1,2020-06-30 00:00:00,Tidur Sehabis Menangis Tanpa Cuci Muka Dapat Sebabkan Mata Bintitan,"guys jangan pernah nangis langsung tidur tanpa cuci muka, aku nangis sampe bengkak trus aku langsung tidur besok pagi nya mataku kaya muncul Bentolan i think “ah bintitan” akhirnya ak beli salep bintitan sekitar 3 hari ga kempes” malah tambah besar. finally, aku ke dokter mata. dan langsung dibilang harus operasi sekarang juga. akhirnya aku dioperasi jadi di dalam kelopak aku isinya Nanah banyak karena bakteri menyebar.",705151.png,"tidur sehabis menangis tanpa cuci muka dapat sebabkan mata bintitan guys jangan pernah nangis langsung tidur tanpa cuci muka, aku nangis sampe bengkak trus aku langsung tidur besok pagi nya mataku kaya muncul bentolan i think “ah bintitan” akhirnya ak beli salep bintitan sekitar 3 hari ga kempes” malah tambah besar. finally, aku ke dokter mata. dan langsung dibilang harus operasi sekarang juga. akhirnya aku dioperasi jadi di dalam kelopak aku isinya nanah banyak karena bakteri menyebar.",tidur habis menang cuci muka sebab mata bintit guys nang langsung tidur cuci muka nang sampe bengkak langsung tidur besok pagi nya mata kaya muncul bentol think ah bintit ak beli salep bintit ga kempes finally dokter mata langsung bilang operasi operasi kelopak isi nanah bakteri sebar
2978,705159,1,2020-06-29 00:00:00,Foto Dua NYONYA BESAR dari klan cendana mengawal aksi demo nenolak RUU HIP,#BadutanPolitik Episode: DONATUR NGAK MAU RUGI Dua NYONYA BESAR dari klan cendana tertangkap kamera mengawal aksi demo nenolak RUU HIP,705159.png,foto dua nyonya besar dari klan cendana mengawal aksi demo nenolak ruu hip #badutanpolitik episode: donatur ngak mau rugi dua nyonya besar dari klan cendana tertangkap kamera mengawal aksi demo nenolak ruu hip,foto nyonya klan cendana awal aksi demo tolak ruu hip badutanpolitik episode donatur ngak rugi nyonya klan cendana tangkap kamera awal aksi demo tolak ruu hip
2979,705481,1,2020-05-21 00:00:00,Video Tanah abang penuh bray,"Tanah abang penuh bray .,, dan anehnya gabener dgn ponggahnya minta daerah lain belajar dari Penanganan Covid-19 di Jabodetabek yg bener aja mosok gabener harus ditiru",705481.png,"video tanah abang penuh bray tanah abang penuh bray .,, dan anehnya gabener dgn ponggahnya minta daerah lain belajar dari penanganan covid-19 di jabodetabek yg bener aja mosok gabener harus ditiru",video tanah abang penuh bray tanah abang penuh bray aneh gabener dgn ponggahnya daerah ajar tangan covid 19 jabodetabek bener aja mosok gabener tiru
2980,705712,1,2020-05-02 00:00:00,Foto Satu-satunya orang yang diizinkan duduk di Kabah saat ini adalah tukang bersih-bersih,"SATU-SATUNYA ORANG YANG DIIZINKAN DUDUK DI KA’BAH SAAT INI!! Dia adalah TUKANG BERSIH-BERSIH. Bukan raja, bukan menteri, bukan pula pangeran, bukan pula ulama.
 Allah ternyata lebih memilih dia dibanding yang lain. Uang, kekayaan, status, pangkat, dan keluarga tidak ada apa-apanya di hadapan Allah. Maka, singkirkanlah rasa bangga yang berlebihan dengan itu semua, dan mulailah perlakukan mereka yang kurang beruntung dengan rasa hormat dan saling menghargai. Buanglah jauh-jauh kesombongan Anda, dan mulailah belajar menjadi seseorang yang rendah hati.",705712.png,"foto satu-satunya orang yang diizinkan duduk di kabah saat ini adalah tukang bersih-bersih satu-satunya orang yang diizinkan duduk di ka’bah saat ini!! dia adalah tukang bersih-bersih. bukan raja, bukan menteri, bukan pula pangeran, bukan pula ulama. allah ternyata lebih memilih dia dibanding yang lain. uang, kekayaan, status, pangkat, dan keluarga tidak ada apa-apanya di hadapan allah. maka, singkirkanlah rasa bangga yang berlebihan dengan itu semua, dan mulailah perlakukan mereka yang kurang beruntung dengan rasa hormat dan saling menghargai. buanglah jauh-jauh kesombongan anda, dan mulailah belajar menjadi seseorang yang rendah hati.",foto satu orang izin duduk kabah tukang bersih bersih satu orang izin duduk ka bah tukang bersih bersih raja menteri pangeran ulama allah pilih banding uang kaya status pangkat keluarga apa hadap allah singkir bangga laku untung hormat harga buang sombong ajar rendah hati
2981,705903,1,2020-04-12 00:00:00,"Italy arrest Doctor for intentionally killing over 3,000 coronavirus patients","An Italian doctor at the center of the country’s fight against coronavirus has been charged with murder after authorities found out that he is responsible for over 3,000 coronavirus-related deaths.",705903.png,"italy arrest doctor for intentionally killing over 3,000 coronavirus patients an italian doctor at the center of the country’s fight against coronavirus has been charged with murder after authorities found out that he is responsible for over 3,000 coronavirus-related deaths.",italy arrest doctor intentionally killing 3000 coronavirus patients italian doctor center country fight coronavirus charged murder authorities found responsible 3000 coronavirus related deaths
2982,706087,1,2020-03-25 00:00:00,Pelintiran Konteks Foto Tri Rismaharini,"Hai syantique, sekedar saran, disinfeksinya pake mobil aja, tongkat perinya disimpen dulu.
 
 Jangan marah ya, jaga kesehatan, jangan capek2.",706087.png,"pelintiran konteks foto tri rismaharini hai syantique, sekedar saran, disinfeksinya pake mobil aja, tongkat perinya disimpen dulu. jangan marah ya, jaga kesehatan, jangan capek2.",pelintir konteks foto tri rismaharini hai syantique dar saran disinfeksinya pake mobil aja tongkat peri disimpen marah jaga sehat capek
2983,706189,1,2020-03-17 00:00:00,Video ini di PGC evakuasi pasien COVID 19,"Ya Allah ini di PGC evakuasi pasien COVID 19.mana Deket banget lagi jarak dari rumah.
 Was was juga mau pergi kemana2 nya.",706189.png,video ini di pgc evakuasi pasien covid 19 ya allah ini di pgc evakuasi pasien covid 19.mana deket banget lagi jarak dari rumah. was was juga mau pergi kemana2 nya.,video pgc evakuasi pasien covid 19 allah pgc evakuasi pasien covid 19 deket banget jarak rumah pergi nya
2984,706429,1,2020-02-15 00:00:00,Sertifikasi Halal mau di Hapus di RUU Sapu Jagat,"Penolakan RUU Sapu jagat Untuk Jokowi
 Kalau Sertifikasi Halal mau di Hapus di RUU Sapu jagat, sdgkn Indonesia Mayoritas Islam, umat Islam Jgn Diam !
 Negara Jelas2 Intoleran kpd kepentingan umat Islam, RI bukan Neg Komunis!",706429.png,"sertifikasi halal mau di hapus di ruu sapu jagat penolakan ruu sapu jagat untuk jokowi kalau sertifikasi halal mau di hapus di ruu sapu jagat, sdgkn indonesia mayoritas islam, umat islam jgn diam ! negara jelas2 intoleran kpd kepentingan umat islam, ri bukan neg komunis!",sertifikasi halal hapus ruu sapu jagat tolak ruu sapu jagat jokowi sertifikasi halal hapus ruu sapu jagat indonesia mayoritas islam ummat islam jgn diam negara intoleran kpd penting ummat islam ri neg komunis
2985,706604,1,2020-01-10 00:00:00,ditemukan mayat anak SDN Pademangan Barat 11 di Kemayoran,"Telah ditemukan mayat seorang anak SDN Pademangan Barat 11 kelas satu pada pukul 22.00 di Kemayoran,,, dgn kondisi yang mengenaskan yaitu anggota organ tubuh bagian dalamnya telah diambil dan dijual oleh pelaku Untuk para rekan guru untuk lebih waspada terhadap anak anak didiknya,",706604.png,"ditemukan mayat anak sdn pademangan barat 11 di kemayoran telah ditemukan mayat seorang anak sdn pademangan barat 11 kelas satu pada pukul 22.00 di kemayoran,,, dgn kondisi yang mengenaskan yaitu anggota organ tubuh bagian dalamnya telah diambil dan dijual oleh pelaku untuk para rekan guru untuk lebih waspada terhadap anak anak didiknya,",temu mayat anak sdn pademangan barat 11 mayor temu mayat anak sdn pademangan barat 11 kelas 2200 mayor dgn kondisi enas anggota organ tubuh dalam ambil jual laku rekan guru waspada anak anak didik
2986,706804,1,2019-12-12 00:00:00,Lingkaran Merah Di Tabung Gas Elpiji 3kg Adalah Penanda Kebocoran,"Fungsi Lingkaran Merah Pada Tabung Gas.Mungkin Anda mengira lingkaran merah yang terdapat di tengah tabung LPG itu hanya variasi warna saja atau desain warna tabung saja. Jika dugaan kamu seperti itu jawaban kamu salah besar ! lingkaran merah itu memiliki fungsi yang penting bagi pengguna LPG , lingkaran merah itu berfungsi untuk rambu rambu menandakan ledakan.. Bagai mana cara kerjanya ? simak penjelasan berikut",706804.png,"lingkaran merah di tabung gas elpiji 3kg adalah penanda kebocoran fungsi lingkaran merah pada tabung gas.mungkin anda mengira lingkaran merah yang terdapat di tengah tabung lpg itu hanya variasi warna saja atau desain warna tabung saja. jika dugaan kamu seperti itu jawaban kamu salah besar ! lingkaran merah itu memiliki fungsi yang penting bagi pengguna lpg , lingkaran merah itu berfungsi untuk rambu rambu menandakan ledakan.. bagai mana cara kerjanya ? simak penjelasan berikut",lingkar merah tabung gas elpiji 3kg tanda bocor fungsi lingkar merah tabung gas lingkar merah tabung lpg variasi warna desain warna tabung duga salah lingkar merah milik fungsi guna lpg lingkar merah fungsi rambu rambu tanda ledak kerja simak jelas
2987,707158,1,2019-10-01 00:00:00,Telapak Tangan Pendemo Melepuh Akibat Gas Air Mata,Telapak Tangan salah satu Pendemo melepuh akibat memegang gelembung gas air mata/beracun sebelum di lemparkan kembali ke arah polisi yg menembakannya.,707158.png,telapak tangan pendemo melepuh akibat gas air mata telapak tangan salah satu pendemo melepuh akibat memegang gelembung gas air mata/beracun sebelum di lemparkan kembali ke arah polisi yg menembakannya.,telapak tangan demo lepuh akibat gas air mata telapak tangan salah demo lepuh akibat pegang gelembung gas air mata racun lempar arah polisi tembak
2988,707209,1,2019-09-25 00:00:00,BEM Unindra Bantah Menerima Dana untuk Mengikuti Aksi Unjuk Rasa di Depan Gedung DPR,"Saya akan menuntut secara hukum media-media yang mempublikasikan berita hoaks tersebut,",707209.png,"bem unindra bantah menerima dana untuk mengikuti aksi unjuk rasa di depan gedung dpr saya akan menuntut secara hukum media-media yang mempublikasikan berita hoaks tersebut,",bem unindra bantah terima dana ikut aksi unjuk gedung dpr tuntut hukum media media publikasi berita hoaks
2989,707219,1,2019-09-24 00:00:00,Demonstrasi Mahasiswa Tidak Diliput Televisi Karena Sudah Dikuasai PKI,Tau gak kalian …kenapa demo mahasiswa tidak ditayang ditivi… Karna televisi indonesia sudah dikuasai China komunis / PKI,707219.jpg,demonstrasi mahasiswa tidak diliput televisi karena sudah dikuasai pki tau gak kalian …kenapa demo mahasiswa tidak ditayang ditivi… karna televisi indonesia sudah dikuasai china komunis / pki,demonstrasi mahasiswa liput televisi asai pki tau gak demo mahasiswa tayang ditivi karna televisi indonesia asai china komunis pki
2990,707428,1,2019-08-21 00:00:00,Foto Banser Tiba Di Papua,"Alhamdulillah..menjawab semua tuntutan akhirnya banser telah tiba di papua..
 Pesan moral dari gambar ini adalah :
 Siap mati dalam keadaan kenyang",707428.jpg,foto banser tiba di papua alhamdulillah..menjawab semua tuntutan akhirnya banser telah tiba di papua.. pesan moral dari gambar ini adalah : siap mati dalam keadaan kenyang,foto banser papua alhamdulillah tuntut banser papua pesan moral gambar mati kenyang
2991,707480,1,2019-08-01 00:00:00,"Muncul Isu Waduk Jatigede Jebol, Kapolsek Dan BBWS Nyatakan Tidak Benar","Kapolsek Jatigede, AKP Dadang Rostia: “Berdasarkan informasi yang didapat di lapangan dari Yayat dan Irin, karyawan Sinohydro, bahwa sumber air yang diduga dari rembesan bendungan Jatigede itu tidak ada alias bohong",707480.jpg,"muncul isu waduk jatigede jebol, kapolsek dan bbws nyatakan tidak benar kapolsek jatigede, akp dadang rostia: “berdasarkan informasi yang didapat di lapangan dari yayat dan irin, karyawan sinohydro, bahwa sumber air yang diduga dari rembesan bendungan jatigede itu tidak ada alias bohong",muncul isu waduk jatigede jebol kapolsek bbws nyata kapolsek jatigede akp dadang rostia dasar informasi lapang yayat irin karyawan sinohydro sumber air duga rembes bendung jatigede alias bohong
2992,707546,1,2019-07-22 00:00:00,jelmaan babi,"Tolong sebarkan photo ini…org ini udah menghina Nabi kita semua…yang islam bilang ## amin*supaya di beri azab oleh #Allah.SWT.AMINN…..
 ORANG BEGO MENGHINA NABI MUHAMMAD SAW",707546.png,jelmaan babi tolong sebarkan photo ini…org ini udah menghina nabi kita semua…yang islam bilang ## amin*supaya di beri azab oleh #allah.swt.aminn….. orang bego menghina nabi muhammad saw,jelma babi sebar photo org udah hina nabi islam bilang amin azab allah swt aminn orang bego hina nabi muhammad saw
2993,707713,1,2019-06-25 00:00:00,PENEMUAN JENAZAH DALAM MOBIL DI WILAYAH PURWOKERTO,Mbl parkir di alfa mart purwokerto orgnya di dlm mobil meninggal kehabisan oksigen.platnya mbl bekasi kota mungkin ada yg kenal.Mohon bantuan nya teman2 yg tau keluarga nya tlg cpt di hub. ,707713.jpg,penemuan jenazah dalam mobil di wilayah purwokerto mbl parkir di alfa mart purwokerto orgnya di dlm mobil meninggal kehabisan oksigen.platnya mbl bekasi kota mungkin ada yg kenal.mohon bantuan nya teman2 yg tau keluarga nya tlg cpt di hub.,temu jenazah mobil wilayah purwokerto mbl parkir alfa mart purwokerto orgnya mobil tinggal habis oksigen platnya mbl bekas kota kenal mohon bantu nya teman tau keluarga nya cpt hub
2994,707741,1,2019-06-19 00:00:00,Dinas PPAPP DKI Batalkan Rapat yang Undang Muslimah HTI,"HTI Dilarang DKI Mengundang:
Inilah bentuk pembangkangan pemerintah daerah kpd pemerintah pusat. Entah sengaja atau tidak. Dinas pemberdayaan perempuan dan pemprov DKI benar-benar tak berdaya oleh pengaruh HTI. Organisasi ini telah dilarang di banyak negara Islam, juga dilarang di Indonesia. Bener-bener gabener nih!,",707741.png,"dinas ppapp dki batalkan rapat yang undang muslimah hti hti dilarang dki mengundang: inilah bentuk pembangkangan pemerintah daerah kpd pemerintah pusat. entah sengaja atau tidak. dinas pemberdayaan perempuan dan pemprov dki benar-benar tak berdaya oleh pengaruh hti. organisasi ini telah dilarang di banyak negara islam, juga dilarang di indonesia. bener-bener gabener nih!,",dinas ppapp dki batal rapat undang muslimah hti hti larang dki undang bentuk bangkang perintah daerah kpd perintah pusat sengaja dinas daya perempuan pemprov dki daya pengaruh hti organisasi larang negara islam larang indonesia bener bener gabener nih
2995,708321,1,2019-03-10 00:00:00,Tenang pak Anies Baswedan kita masih punya medsos,"”Kamera se abrek abrek, tak masuk televisi pun”

Tenang pak Anies Baswedan.. kita masih punya medsos…",708321.png,"tenang pak anies baswedan kita masih punya medsos ”kamera se abrek abrek, tak masuk televisi pun” tenang pak anies baswedan.. kita masih punya medsos…",tenang anies baswedan medsos kamera abrek abrek masuk televisi tenang anies baswedan medsos
2996,708483,1,2019-02-09 00:00:00,Ustaz Abdul Somad Mengacungkan Jari 1 Mendukung Jokowi,"Setelah beredar vedio klarifikasi sikap netral UAS beberapa hari lalu,

Ternyata UAS sdh pasti memberikan hak politiknya sebagai warga Negara.

Terima Kasih UAS.

#TetapJokowi",708483.jpg,"ustaz abdul somad mengacungkan jari 1 mendukung jokowi setelah beredar vedio klarifikasi sikap netral uas beberapa hari lalu, ternyata uas sdh pasti memberikan hak politiknya sebagai warga negara. terima kasih uas. #tetapjokowi",ustaz abdul somad acung jari dukung jokowi edar vedio klarifikasi sikap netral uas uas hak politik warga negara terima kasih uas jokowi
2997,708770,1,2019-01-01 00:00:00,kedzoliman rezim pasti terkuak,Scenario Allah lebih sempurna…kedzoliman rezim pasti terkuak 💪,708770.png,kedzoliman rezim pasti terkuak scenario allah lebih sempurna…kedzoliman rezim pasti terkuak 💪,kedzoliman rezim kuak scenario allah sempurna kedzoliman rezim kuak flexed biceps
2998,708811,1,2018-12-26 00:00:00,BMKG PREDIKSI TSUNAMI AKAN TERJANG BENGKULU,"Info dari BMKG besok diprediksi Bengkulu akan tsunami Tanggal 26 Desember 2018…

Tadi aku abis dari pantai, air pantai lah mulai surut hampur ke tengah-tengah laut…",708811.jpg,"bmkg prediksi tsunami akan terjang bengkulu info dari bmkg besok diprediksi bengkulu akan tsunami tanggal 26 desember 2018… tadi aku abis dari pantai, air pantai lah mulai surut hampur ke tengah-tengah laut…",bmkg prediksi tsunami terjang bengkulu info bmkg besok prediksi bengkulu tsunami tanggal 26 desember 2018 abis pantai air pantai surut hampur laut
2999,709300,1,01-Okt-18,Ada penampakan pesawat jatuh. gempar menggoncang beserta tsunami tadi sore.,“Ada penampakan pesawat jatuh. gempar menggoncang beserta tsunami tadi sore. Luangkan 1 detik komen aamiin semoga selamat semua dn tabah bagi yg trkena musibah. Aamiin…bagikan..ke grup kalian!,709300.jpg,ada penampakan pesawat jatuh. gempar menggoncang beserta tsunami tadi sore. “ada penampakan pesawat jatuh. gempar menggoncang beserta tsunami tadi sore. luangkan 1 detik komen aamiin semoga selamat semua dn tabah bagi yg trkena musibah. aamiin…bagikan..ke grup kalian!,tampak pesawat jatuh gempar menggoncang serta tsunami sore tampak pesawat jatuh gempar menggoncang serta tsunami sore luang detik komen aamiin moga selamat dn tabah kena musibah aamiin bagi grup
3000,710001,1,2018-06-13 00:00:00,Es Krim Dengan Parasetamol | Ice Cream With Paracetamol,"In Holland, they invented ice cream with paracetamol (500mg).",710001.png,"es krim dengan parasetamol | ice cream with paracetamol in holland, they invented ice cream with paracetamol (500mg).",es krim parasetamol ice cream paracetamol holland invented ice cream paracetamol 500mg
3001,710199,0,2018-05-04 00:00:00,FPI Tidak Menyebarkan Spanduk Habib Rizieq Dukung Khilafah,"Front Pembela Islam (FPI) membantah telah memasang dan menyebarkan spanduk bergambarkan Imam Besar FPI Habib Rizieq Shihab mendukung khilafah di sejumlah titik Kota Depok, Jawa Barat. Dilansir dari sindonews.com, okezone.com, dan rmol.co, Novel Bamukmin, Anggota FPI, membantah pihaknya telah melakukan pemasangan spanduk tersebut. “Iya tidak benar itu dan kami tidak bertanggung jawab atas pemasangan spanduk oleh orang yang tidak bertanggung jawab itu yang ingin memfitnah kami,” ujar Novel",710199.png,"fpi tidak menyebarkan spanduk habib rizieq dukung khilafah front pembela islam (fpi) membantah telah memasang dan menyebarkan spanduk bergambarkan imam besar fpi habib rizieq shihab mendukung khilafah di sejumlah titik kota depok, jawa barat. dilansir dari sindonews.com, okezone.com, dan rmol.co, novel bamukmin, anggota fpi, membantah pihaknya telah melakukan pemasangan spanduk tersebut. “iya tidak benar itu dan kami tidak bertanggung jawab atas pemasangan spanduk oleh orang yang tidak bertanggung jawab itu yang ingin memfitnah kami,” ujar novel",fpi sebar spanduk habib rizieq dukung khilafah bela islam fpi ban pasang sebar spanduk gambar imam fpi habib rizieq shihab dukung khilafah titik kota depok jawa barat lansir sindonewscom okezonecom rmolco novel bamukmin anggota fpi ban pasang spanduk iya tanggung pasang spanduk orang tanggung fitnah novel
3002,710377,0,2018-04-07 00:00:00,Berita Pelabuhan Mewah yang Diresmikan Jokowi Jadi Pelabuhan Hantu yang Diturunkan,"WADUH! Berita Menohok Liputan6 “Pelabuhan Mewah yang Diresmikan Jokowi Jadi Pelabuhan Hantu”, Langsung DI DELETE",710377.png,"berita pelabuhan mewah yang diresmikan jokowi jadi pelabuhan hantu yang diturunkan waduh! berita menohok liputan6 “pelabuhan mewah yang diresmikan jokowi jadi pelabuhan hantu”, langsung di delete",berita labuh mewah resmi jokowi labuh hantu turun berita tohok liput labuh mewah resmi jokowi labuh hantu langsung delete
